주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
183-1-000022,성남동 효촌아파트 담길,공영,노상,,대전광역시 동구 성남동 216-25,45,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34632814,127.4356992,2021-04-30
183-1-000025,신흥삼거리~제1치수교,공영,노상,,대전광역시 동구 신흥동 7,25,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.32222266,127.4440077,2021-04-30
183-1-000027,용운동 도리어린이공원 주변,공영,노상,,대전광역시 동구 용운동 284-1,19,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.32945337,127.4615789,2021-04-30
183-1-000028,용운동 모리아파트 담길,공영,노상,,대전광역시 동구 용운동 319-3,9,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.32303629,127.461761,2021-04-30
183-1-000011,대동복개도로(대동시장길),공영,노상,,대전광역시 동구 대동 156,26,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.32871773,127.4419215,2021-04-30
183-1-000018,삼성동 삼성철교,공영,노상,,대전광역시 동구 삼성동 473,25,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34360991,127.4231759,2021-04-30
183-1-000001,가양2동 39-9～49-23번지선,공영,노상,대전광역시 동구 흥룡로 23,대전광역시 동구 가양동 39-9,76,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.3486299,127.4465778,2021-04-30
183-1-000002,가양2동 50-2～ 85-2번지선,공영,노상,대전광역시 동구 우암로 355-1,대전광역시 동구 가양동 50-2,52,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.35082219,127.4521599,2021-04-30
183-1-000003,가양2동 대주파크빌(아) 뒷길,공영,노상,대전광역시 동구 동대전로248번길 3,대전광역시 동구 가양동 650-9,249,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34369048,127.4474463,2021-04-30
183-1-000004,가양동 가양천 복개길,공영,노상,대전광역시 동구 우암로 192,대전광역시 동구 가양동 705,97,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.33944018,127.4386697,2021-04-30
183-1-000005,가양동 가양천 복개길,공영,노상,대전광역시 동구 가양로 86,대전광역시 동구 가양동 436-10,89,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34405384,127.4424328,2021-04-30
183-1-000006,"계족로 409, 417, 423번길",공영,노상,대전광역시 동구 계족로423번길 5,대전광역시 동구 홍도동 4-3,15,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34957916,127.4316525,2021-04-30
183-1-000007,녹색주차마을(용운동),공영,노상,대전광역시 동구 새울로68번길 33-9,대전광역시 동구 용운동 390-6,30,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.32477514,127.4642553,2021-04-30
183-1-000008,녹색주차마을(자양동),공영,노상,대전광역시 동구 충정로 115-16,대전광역시 동구 자양동 210-11,43,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34333403,127.4515285,2021-04-30
183-1-000009,대동 보현문화회관 뒷길,공영,노상,대전광역시 동구 대자양5길 5,대전광역시 동구 대동 207-13,25,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.33153356,127.441407,2021-04-30
183-1-000010,대동복개도로(대동시장길),공영,노상,,대전광역시 동구 대동 114-1,10,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.32870428,127.4414161,2021-04-30
183-1-000012,대전천우안8길(북부교~현암교),공영,노상,대전광역시 동구 대전천북로 38,대전광역시 동구 삼성동 312-6,74,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.33770537,127.4244605,2021-04-30
183-1-000013,삼성동 건강보험관리공단 주변,공영,노상,대전광역시 동구 동서대로 1495,대전광역시 동구 삼성동 332-3,33,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.33986202,127.4196998,2021-04-30
183-1-000014,"삼성동 검배2길, 4길, 5길",공영,노상,대전광역시 동구 대전천북로 18-11,대전광역시 동구 삼성동 309-1,22,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.33933262,127.4254223,2021-04-30
183-1-000015,삼성동 동구보건소 담길,공영,노상,대전광역시 동구 현암로 22,대전광역시 동구 삼성동 374-1,25,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34298597,127.4204612,2021-04-30
183-1-000016,삼성동 동산교회 앞길(오정철로길),공영,노상,대전광역시 동구 대전로987번길 11,대전광역시 동구 삼성동 379-1,50,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34447053,127.4199835,2021-04-30
183-1-000017,삼성동 삼성물류센터 주변,공영,노상,대전광역시 동구 현암로 64,대전광역시 동구 삼성동 395-9,31,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34246615,127.4159097,2021-04-30
183-1-000019,삼성동 중부소방서 주변,공영,노상,대전광역시 동구 태전로 134,대전광역시 동구 삼성동 322-4,17,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34048949,127.421931,2021-04-30
183-1-000023,신안동 한국철도시설공단 뒷길,공영,노상,대전광역시 동구 부흥길 68,대전광역시 동구 신안동 263-6,82,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.32998157,127.4370379,2021-04-30
183-1-000024,신흥동 복합상가건물 뒤,공영,노상,대전광역시 동구 대동천우안1길 162,대전광역시 동구 신흥동 11-3,8,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.32186358,127.4451471,2021-04-30
183-1-000026,심영목재상사 앞,공영,노상,대전광역시 동구 대전로900번길 20,대전광역시 동구 삼성동 296-1,17,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.33942403,127.4294717,2021-04-30
183-1-000030,용운동 선량마을 노상주차장,공영,노상,,대전광역시 동구 용운동 54,5,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.33671713,127.4652807,2021-04-30
183-1-000033,용운동 주공저층아파트 담길,공영,노상,대전광역시 동구 새울로 111,대전광역시 동구 용운동 282-10,45,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.32833412,127.4617505,2021-04-30
183-1-000036,자양동 동아아파트 담길,공영,노상,대전광역시 동구 성동로 67-4,대전광역시 동구 자양동 200-11,37,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.3415008,127.4509955,2021-04-30
183-1-000039,판암1동 주공(아) 207-208동 담길,공영,노상,대전광역시 동구 옥천로180번길 23,대전광역시 동구 판암동 202,22,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.31787505,127.4648959,2021-04-30
183-1-000040,판암1동 주공(아) 209동 담길,공영,노상,대전광역시 동구 옥천로180번길 23,대전광역시 동구 판암동 202,13,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.3175848,127.4630568,2021-04-30
183-1-000042,판암2동 판암면옥 옆길,공영,노상,대전광역시 동구 옻밭5길 189,대전광역시 동구 판암동 498-21,14,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.31886407,127.4519758,2021-04-30
183-1-000045,판암동 신영유통 앞,공영,노상,대전광역시 동구 판암로 62,대전광역시 동구 판암동 174-2,4,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.31731135,127.4666341,2021-04-30
183-1-000046,합내길(구 가양1동사무소 앞),공영,노상,대전광역시 동구 합내로 51-1,대전광역시 동구 가양동 446-34,78,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34756523,127.4401233,2021-04-30
183-1-000047,"현암1,8,10,11길(삼성동 343번지 주변)",공영,노상,대전광역시 동구 대전천북로 136,대전광역시 동구 삼성동 342-4,26,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34120989,127.4150092,2021-04-30
183-1-000049,홍도동 동산어린이공원 주변,공영,노상,대전광역시 동구 옛신탄진로81번길 20,대전광역시 동구 홍도동 111-1,37,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34731727,127.4209012,2021-04-30
183-1-000050,홍도동 시영(아) 1동 옆,공영,노상,대전광역시 동구 대전로1002번길 24-4,대전광역시 동구 홍도동 135-1,15,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34535685,127.4210048,2021-04-30
183-1-000051,홍도동 시영(아) 3동 담길,공영,노상,대전광역시 동구 대전로1002번길 24-6,대전광역시 동구 홍도동 135-2,10,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34567285,127.4214771,2021-04-30
183-1-000052,홍도동 시영아파트 주변,공영,노상,,대전광역시 동구 홍도동 136-45,20,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34558287,127.4200296,2021-04-30
183-1-000053,"홍도동 평화로운@, 대호빌라 주변",공영,노상,대전광역시 동구 홍도로33번길 40,대전광역시 동구 홍도동 89-46,23,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34896131,127.4274186,2021-04-30
183-1-000054,"홍도빌라 주변(흑정골길, 3길, 6길)",공영,노상,대전광역시 동구 옛신탄진로 51-20,대전광역시 동구 홍도동 142-3,27,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34460781,127.4225826,2021-04-30
183-2-000001,가양동 노외공영주차장,공영,노외,대전광역시 동구 매봉로 19,대전광역시 동구 가양동 435-16,19,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34565328,127.4434456,2021-04-30
183-2-000004,대동공영주차장,공영,노외,대전광역시 동구 동대전로110번길 87,대전광역시 동구 대동 24-23,11,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.33058727,127.4492814,2021-04-30
183-2-000015,신도시장 주차장,공영,노외,대전광역시 동구 비래서로42번길 119,대전광역시 동구 가양동 39-6,30,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.34917344,127.4464207,2021-04-30
183-2-000018,신한은행 노외공영주차장(제2주차장),공영,노외,,대전광역시 동구 원동 51-12,58,1,미시행,평일+토요일,0:00,23:59,0:00,0:00,0:00,0:00,유료,15,400,15,300,,,,현금,,대전광역시 동구청,042-251-4904,36.3293949,127.4332633,2021-04-30
183-2-000019,역전시장 공영주차장,공영,노외,,대전광역시 동구 원동 406-2,48,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.32772021,127.4359506,2021-04-30
183-2-000022,용전동노외공영주차장,공영,노외,대전광역시 동구 동서대로1653번길 7,대전광역시 동구 용전동 145-2,49,2,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,유료,15,300,15,200,,,,현금,,대전광역시 동구청,042-251-4904,36.3484307,127.4333715,2021-04-30
183-2-000024,인동물류센터주변공영주차장,공영,노외,대전광역시 동구 충무로 190-24,대전광역시 동구 인동 44-2,10,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.32004487,127.4376812,2021-04-30
183-2-000027,중앙시장 공영주차빌딩 주차장(제1주차장),공영,노외,대전광역시 동구 중앙로 200번길 70,대전광역시 동구 원동 85-1,400,1,미시행,평일+토요일,0:00,23:59,0:00,0:00,0:00,0:00,유료,15,400,15,300,,,,현금,,대전광역시 동구청,042-251-4904,36.32741824,127.432559,2021-04-30
183-2-000030,판암주공5·6단지주변공영주차장,공영,노외,,대전광역시 동구 판암동 237-2,13,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.32316128,127.4603154,2021-04-30
183-2-000031,한약·인쇄거리 노외공영주차장,공영,노외,,대전광역시 동구 중동 9-5,100,1,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,유료,15,400,15,300,,,,현금,,대전광역시 동구청,042-251-4904,36.332581,127.4293966,2021-04-30
183-2-000033,대신동 하상주차장,공영,노외,,대전광역시 동구 대동 248-1,286,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.33002999,127.4406617,2021-04-30
183-2-000035,소제동 하상주차장,공영,노외,,대전광역시 동구 소제동 299-453,210,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,36.3342683,127.4389258,2021-04-30
